charmmlipid.csv Version 2.0.3
residue,order,search,replace,TER,num_atom
DOPA,29,H12X DOPA,H12R OL  ,True,120
DOPA,30,H12Y DOPA,H12S OL  ,True,120
DOPA,31,C313 DOPA,C113 OL  ,True,120
DOPA,32,H13X DOPA,H13R OL  ,True,120
DOPA,33,H13Y DOPA,H13S OL  ,True,120
DOPA,34,C314 DOPA,C114 OL  ,True,120
DOPA,35,H14X DOPA,H14R OL  ,True,120
DOPA,36,H14Y DOPA,H14S OL  ,True,120
DOPA,37,C315 DOPA,C115 OL  ,True,120
DOPA,38,H15X DOPA,H15R OL  ,True,120
DOPA,39,H15Y DOPA,H15S OL  ,True,120
DOPA,40,C316 DOPA,C116 OL  ,True,120
DOPA,41,H16X DOPA,H16R OL  ,True,120
DOPA,42,H16Y DOPA,H16S OL  ,True,120
DOPA,43,C317 DOPA,C117 OL  ,True,120
DOPA,44,H17X DOPA,H17R OL  ,True,120
DOPA,45,H17Y DOPA,H17S OL  ,True,120
DOPA,46,C318 DOPA,C118 OL  ,True,120
DOPA,47,H18X DOPA,H18R OL  ,True,120
DOPA,48,H18Y DOPA,H18S OL  ,True,120
DOPA,49,H18Z DOPA,H18T OL  ,True,120
DOPA,50, P   DOPA, P31 PH- ,True,120
DOPA,51, O13 DOPA, O33 PH- ,True,120
DOPA,52, O14 DOPA, O34 PH- ,True,120
DOPA,53, O12 DOPA, O32 PH- ,True,120
DOPA,54, H12 DOPA,HO2A PH- ,True,120
DOPA,55, O11 DOPA, O31 PH- ,True,120
DOPA,56, C1  DOPA, C3  PH- ,True,120
DOPA,57, HA  DOPA, HA  PH- ,True,120
DOPA,58, HB  DOPA, HB  PH- ,True,120
DOPA,59, C2  DOPA, C2  PH- ,True,120
DOPA,60, HS  DOPA, HX  PH- ,True,120
DOPA,61, O21 DOPA, O21 PH- ,True,120
DOPA,62, C21 DOPA, C21 PH- ,True,120
DOPA,63, O22 DOPA, O22 PH- ,True,120
DOPA,64, C3  DOPA, C1  PH- ,True,120
DOPA,65, HX  DOPA, HR  PH- ,True,120
DOPA,66, HY  DOPA, HS  PH- ,True,120
DOPA,67, O31 DOPA, O11 PH- ,True,120
DOPA,68, C31 DOPA, C11 PH- ,True,120
DOPA,69, O32 DOPA, O12 PH- ,True,120
DOPA,70, C22 DOPA, C12 OL  ,True,120
DOPA,71, H2R DOPA, H2R OL  ,True,120
DOPA,72, H2S DOPA, H2S OL  ,True,120
DOPA,73, C23 DOPA, C13 OL  ,True,120
DOPA,74, H3R DOPA, H3R OL  ,True,120
DOPA,75, H3S DOPA, H3S OL  ,True,120
DOPA,76, C24 DOPA, C14 OL  ,True,120
DOPA,77, H4R DOPA, H4R OL  ,True,120
DOPA,78, H4S DOPA, H4S OL  ,True,120
DOPA,79, C25 DOPA, C15 OL  ,True,120
DOPA,80, H5R DOPA, H5R OL  ,True,120
DOPA,81, H5S DOPA, H5S OL  ,True,120
DOPA,82, C26 DOPA, C16 OL  ,True,120
DOPA,83, H6R DOPA, H6R OL  ,True,120
DOPA,84, H6S DOPA, H6S OL  ,True,120
DOPA,85, C27 DOPA, C17 OL  ,True,120
DOPA,86, H7R DOPA, H7R OL  ,True,120
DOPA,87, H7S DOPA, H7S OL  ,True,120
DOPA,88, C28 DOPA, C18 OL  ,True,120
DOPA,89, H8R DOPA, H8R OL  ,True,120
DOPA,90, H8S DOPA, H8S OL  ,True,120
DOPA,91, C29 DOPA, C19 OL  ,True,120
DOPA,92, H9R DOPA, H9R OL  ,True,120
DOPA,93,C210 DOPA,C110 OL  ,True,120
DOPA,94,H10R DOPA,H10R OL  ,True,120
DOPA,95,C211 DOPA,C111 OL  ,True,120
DOPA,96,H11R DOPA,H11R OL  ,True,120
DOPA,97,H11S DOPA,H11S OL  ,True,120
DOPA,98,C212 DOPA,C112 OL  ,True,120
DOPA,99,H12R DOPA,H12R OL  ,True,120
DOPA,100,H12S DOPA,H12S OL  ,True,120
DOPA,101,C213 DOPA,C113 OL  ,True,120
DOPA,102,H13R DOPA,H13R OL  ,True,120
DOPA,103,H13S DOPA,H13S OL  ,True,120
DOPA,104,C214 DOPA,C114 OL  ,True,120
DOPA,105,H14R DOPA,H14R OL  ,True,120
DOPA,106,H14S DOPA,H14S OL  ,True,120
DOPA,107,C215 DOPA,C115 OL  ,True,120
DOPA,108,H15R DOPA,H15R OL  ,True,120
DOPA,109,H15S DOPA,H15S OL  ,True,120
DOPA,110,C216 DOPA,C116 OL  ,True,120
DOPA,111,H16R DOPA,H16R OL  ,True,120
DOPA,112,H16S DOPA,H16S OL  ,True,120
DOPA,113,C217 DOPA,C117 OL  ,True,120
DOPA,114,H17R DOPA,H17R OL  ,True,120
DOPA,115,H17S DOPA,H17S OL  ,True,120
DOPA,116,C218 DOPA,C118 OL  ,True,120
DOPA,117,H18R DOPA,H18R OL  ,True,120
DOPA,118,H18S DOPA,H18S OL  ,True,120
DOPA,119,H18T DOPA,H18T OL  ,True,120
DOPC,0, C32 DOPC, C12 OL  ,True,138
DOPC,1, H2X DOPC, H2R OL  ,True,138
DOPC,2, H2Y DOPC, H2S OL  ,True,138
DOPC,3, C33 DOPC, C13 OL  ,True,138
DOPC,4, H3X DOPC, H3R OL  ,True,138
DOPC,5, H3Y DOPC, H3S OL  ,True,138
DOPC,6, C34 DOPC, C14 OL  ,True,138
DOPC,7, H4X DOPC, H4R OL  ,True,138
DOPC,8, H4Y DOPC, H4S OL  ,True,138
DOPC,9, C35 DOPC, C15 OL  ,True,138
DOPC,10, H5X DOPC, H5R OL  ,True,138
DOPC,11, H5Y DOPC, H5S OL  ,True,138
DOPC,12, C36 DOPC, C16 OL  ,True,138
DOPC,13, H6X DOPC, H6R OL  ,True,138
DOPC,14, H6Y DOPC, H6S OL  ,True,138
DOPC,15, C37 DOPC, C17 OL  ,True,138
DOPC,16, H7X DOPC, H7R OL  ,True,138
DOPC,17, H7Y DOPC, H7S OL  ,True,138
DOPC,18, C38 DOPC, C18 OL  ,True,138
DOPC,19, H8X DOPC, H8R OL  ,True,138
DOPC,20, H8Y DOPC, H8S OL  ,True,138
DOPC,21, C39 DOPC, C19 OL  ,True,138
DOPC,22, H9X DOPC, H9R OL  ,True,138
DOPC,23,C310 DOPC,C110 OL  ,True,138
DOPC,24,H10X DOPC,H10R OL  ,True,138
DOPC,25,C311 DOPC,C111 OL  ,True,138
DOPC,26,H11X DOPC,H11R OL  ,True,138
DOPC,27,H11Y DOPC,H11S OL  ,True,138
DOPC,28,C312 DOPC,C112 OL  ,True,138
DOPC,29,H12X DOPC,H12R OL  ,True,138
DOPC,30,H12Y DOPC,H12S OL  ,True,138
DOPC,31,C313 DOPC,C113 OL  ,True,138
DOPC,32,H13X DOPC,H13R OL  ,True,138
DOPC,33,H13Y DOPC,H13S OL  ,True,138
DOPC,34,C314 DOPC,C114 OL  ,True,138
DOPC,35,H14X DOPC,H14R OL  ,True,138
DOPC,36,H14Y DOPC,H14S OL  ,True,138
DOPC,37,C315 DOPC,C115 OL  ,True,138
DOPC,38,H15X DOPC,H15R OL  ,True,138
DOPC,39,H15Y DOPC,H15S OL  ,True,138
DOPC,40,C316 DOPC,C116 OL  ,True,138
DOPC,41,H16X DOPC,H16R OL  ,True,138
DOPC,42,H16Y DOPC,H16S OL  ,True,138
DOPC,43,C317 DOPC,C117 OL  ,True,138
DOPC,44,H17X DOPC,H17R OL  ,True,138
DOPC,45,H17Y DOPC,H17S OL  ,True,138
DOPC,46,C318 DOPC,C118 OL  ,True,138
DOPC,47,H18X DOPC,H18R OL  ,True,138
DOPC,48,H18Y DOPC,H18S OL  ,True,138
DOPC,49,H18Z DOPC,H18T OL  ,True,138
DOPC,50, N   DOPC, N31 PC  ,True,138
DOPC,51, C12 DOPC, C32 PC  ,True,138
DOPC,52,H12A DOPC, H2A PC  ,True,138
DOPC,53,H12B DOPC, H2B PC  ,True,138
DOPC,54, C13 DOPC, C33 PC  ,True,138
DOPC,55,H13A DOPC, H3A PC  ,True,138
DOPC,56,H13B DOPC, H3B PC  ,True,138
DOPC,57,H13C DOPC, H3C PC  ,True,138
DOPC,58, C14 DOPC, C34 PC  ,True,138
DOPC,59,H14A DOPC, H4A PC  ,True,138
DOPC,60,H14B DOPC, H4B PC  ,True,138
DOPC,61,H14C DOPC, H4C PC  ,True,138
DOPC,62, C15 DOPC, C35 PC  ,True,138
DOPC,63,H15A DOPC, H5A PC  ,True,138
DOPC,64,H15B DOPC, H5B PC  ,True,138
DOPC,65,H15C DOPC, H5C PC  ,True,138
DOPC,66, C11 DOPC, C31 PC  ,True,138
DOPC,67,H11A DOPC, H1A PC  ,True,138
DOPC,68,H11B DOPC, H1B PC  ,True,138
DOPC,69, P   DOPC, P31 PC  ,True,138
DOPC,70, O13 DOPC, O33 PC  ,True,138
DOPC,71, O14 DOPC, O34 PC  ,True,138
DOPC,72, O12 DOPC, O32 PC  ,True,138
DOPC,73, O11 DOPC, O31 PC  ,True,138
DOPC,74, C1  DOPC, C3  PC  ,True,138
DOPC,75, HA  DOPC, HA  PC  ,True,138
DOPC,76, HB  DOPC, HB  PC  ,True,138
DOPC,77, C2  DOPC, C2  PC  ,True,138
DOPC,78, HS  DOPC, HX  PC  ,True,138
DOPC,79, O21 DOPC, O21 PC  ,True,138
DOPC,80, C21 DOPC, C21 PC  ,True,138
DOPC,81, O22 DOPC, O22 PC  ,True,138
DOPC,82, C3  DOPC, C1  PC  ,True,138
DOPC,83, HX  DOPC, HR  PC  ,True,138
DOPC,84, HY  DOPC, HS  PC  ,True,138
DOPC,85, O31 DOPC, O11 PC  ,True,138
DOPC,86, C31 DOPC, C11 PC  ,True,138
DOPC,87, O32 DOPC, O12 PC  ,True,138
DOPC,88, C22 DOPC, C12 OL  ,True,138
DOPC,89, H2R DOPC, H2R OL  ,True,138
DOPC,90, H2S DOPC, H2S OL  ,True,138
DOPC,91, C23 DOPC, C13 OL  ,True,138
DOPC,92, H3R DOPC, H3R OL  ,True,138
DOPC,93, H3S DOPC, H3S OL  ,True,138
DOPC,94, C24 DOPC, C14 OL  ,True,138
DOPC,95, H4R DOPC, H4R OL  ,True,138
DOPC,96, H4S DOPC, H4S OL  ,True,138
DOPC,97, C25 DOPC, C15 OL  ,True,138
DOPC,98, H5R DOPC, H5R OL  ,True,138
DOPC,99, H5S DOPC, H5S OL  ,True,138
DOPC,100, C26 DOPC, C16 OL  ,True,138
DOPC,101, H6R DOPC, H6R OL  ,True,138
DOPC,102, H6S DOPC, H6S OL  ,True,138
DOPC,103, C27 DOPC, C17 OL  ,True,138
DOPC,104, H7R DOPC, H7R OL  ,True,138
DOPC,105, H7S DOPC, H7S OL  ,True,138
DOPC,106, C28 DOPC, C18 OL  ,True,138
DOPC,107, H8R DOPC, H8R OL  ,True,138
DOPC,108, H8S DOPC, H8S OL  ,True,138
DOPC,109, C29 DOPC, C19 OL  ,True,138
DOPC,110, H9R DOPC, H9R OL  ,True,138
DOPC,111,C210 DOPC,C110 OL  ,True,138
DOPC,112,H10R DOPC,H10R OL  ,True,138
DOPC,113,C211 DOPC,C111 OL  ,True,138
DOPC,114,H11R DOPC,H11R OL  ,True,138
DOPC,115,H11S DOPC,H11S OL  ,True,138
DOPC,116,C212 DOPC,C112 OL  ,True,138
DOPC,117,H12R DOPC,H12R OL  ,True,138
DOPC,118,H12S DOPC,H12S OL  ,True,138
DOPC,119,C213 DOPC,C113 OL  ,True,138
DOPC,120,H13R DOPC,H13R OL  ,True,138
DOPC,121,H13S DOPC,H13S OL  ,True,138
DOPC,122,C214 DOPC,C114 OL  ,True,138
DOPC,123,H14R DOPC,H14R OL  ,True,138
DOPC,124,H14S DOPC,H14S OL  ,True,138
DOPC,125,C215 DOPC,C115 OL  ,True,138
DOPC,126,H15R DOPC,H15R OL  ,True,138
DOPC,127,H15S DOPC,H15S OL  ,True,138
DOPC,128,C216 DOPC,C116 OL  ,True,138
DOPC,129,H16R DOPC,H16R OL  ,True,138
DOPC,130,H16S DOPC,H16S OL  ,True,138
DOPC,131,C217 DOPC,C117 OL  ,True,138
DOPC,132,H17R DOPC,H17R OL  ,True,138
DOPC,133,H17S DOPC,H17S OL  ,True,138
DOPC,134,C218 DOPC,C118 OL  ,True,138
DOPC,135,H18R DOPC,H18R OL  ,True,138
DOPC,136,H18S DOPC,H18S OL  ,True,138
DOPC,137,H18T DOPC,H18T OL  ,True,138
DOPE,0, C32 DOPE, C12 OL  ,True,129
DOPE,1, H2X DOPE, H2R OL  ,True,129
DOPE,2, H2Y DOPE, H2S OL  ,True,129
DOPE,3, C33 DOPE, C13 OL  ,True,129
DOPE,4, H3X DOPE, H3R OL  ,True,129
DOPE,5, H3Y DOPE, H3S OL  ,True,129
DOPE,6, C34 DOPE, C14 OL  ,True,129
DOPE,7, H4X DOPE, H4R OL  ,True,129
DOPE,8, H4Y DOPE, H4S OL  ,True,129
DOPE,9, C35 DOPE, C15 OL  ,True,129
DOPE,10, H5X DOPE, H5R OL  ,True,129
DOPE,11, H5Y DOPE, H5S OL  ,True,129
DOPE,12, C36 DOPE, C16 OL  ,True,129
DOPE,13, H6X DOPE, H6R OL  ,True,129
DOPE,14, H6Y DOPE, H6S OL  ,True,129
DOPE,15, C37 DOPE, C17 OL  ,True,129
DOPE,16, H7X DOPE, H7R OL  ,True,129
DOPE,17, H7Y DOPE, H7S OL  ,True,129
DOPE,18, C38 DOPE, C18 OL  ,True,129
DOPE,19, H8X DOPE, H8R OL  ,True,129
DOPE,20, H8Y DOPE, H8S OL  ,True,129
DOPE,21, C39 DOPE, C19 OL  ,True,129
DOPE,22, H9X DOPE, H9R OL  ,True,129
DOPE,23,C310 DOPE,C110 OL  ,True,129
DOPE,24,H10X DOPE,H10R OL  ,True,129
DOPE,25,C311 DOPE,C111 OL  ,True,129
DOPE,26,H11X DOPE,H11R OL  ,True,129
DOPE,27,H11Y DOPE,H11S OL  ,True,129
DOPE,28,C312 DOPE,C112 OL  ,True,129
DOPE,29,H12X DOPE,H12R OL  ,True,129
DOPE,30,H12Y DOPE,H12S OL  ,True,129
DOPE,31,C313 DOPE,C113 OL  ,True,129
DOPE,32,H13X DOPE,H13R OL  ,True,129
DOPE,33,H13Y DOPE,H13S OL  ,True,129
DOPE,34,C314 DOPE,C114 OL  ,True,129
DOPE,35,H14X DOPE,H14R OL  ,True,129
DOPE,36,H14Y DOPE,H14S OL  ,True,129
DOPE,37,C315 DOPE,C115 OL  ,True,129
DOPE,38,H15X DOPE,H15R OL  ,True,129
DOPE,39,H15Y DOPE,H15S OL  ,True,129
DOPE,40,C316 DOPE,C116 OL  ,True,129
DOPE,41,H16X DOPE,H16R OL  ,True,129
DOPE,42,H16Y DOPE,H16S OL  ,True,129
DOPE,43,C317 DOPE,C117 OL  ,True,129
DOPE,44,H17X DOPE,H17R OL  ,True,129
DOPE,45,H17Y DOPE,H17S OL  ,True,129
DOPE,46,C318 DOPE,C118 OL  ,True,129
DOPE,47,H18X DOPE,H18R OL  ,True,129
DOPE,48,H18Y DOPE,H18S OL  ,True,129
DOPE,49,H18Z DOPE,H18T OL  ,True,129
DOPE,50, N   DOPE, N31 PE  ,True,129
DOPE,51, HN1 DOPE,HN1A PE  ,True,129
DOPE,52, HN2 DOPE,HN1B PE  ,True,129
DOPE,53, HN3 DOPE,HN1C PE  ,True,129
DOPE,54, C12 DOPE, C32 PE  ,True,129
DOPE,55,H12A DOPE, H2A PE  ,True,129
DOPE,56,H12B DOPE, H2B PE  ,True,129
DOPE,57, C11 DOPE, C31 PE  ,True,129
DOPE,58,H11A DOPE, H1A PE  ,True,129
DOPE,59,H11B DOPE, H1B PE  ,True,129
DOPE,60, P   DOPE, P31 PE  ,True,129
DOPE,61, O13 DOPE, O33 PE  ,True,129
DOPE,62, O14 DOPE, O34 PE  ,True,129
DOPE,63, O11 DOPE, O31 PE  ,True,129
DOPE,64, O12 DOPE, O32 PE  ,True,129
DOPE,65, C1  DOPE, C3  PE  ,True,129
DOPE,66, HA  DOPE, HA  PE  ,True,129
DOPE,67, HB  DOPE, HB  PE  ,True,129
DOPE,68, C2  DOPE, C2  PE  ,True,129
DOPE,69, HS  DOPE, HX  PE  ,True,129
DOPE,70, O21 DOPE, O21 PE  ,True,129
DOPE,71, C21 DOPE, C21 PE  ,True,129
DOPE,72, O22 DOPE, O22 PE  ,True,129
DOPE,73, C3  DOPE, C1  PE  ,True,129
DOPE,74, HX  DOPE, HR  PE  ,True,129
DOPE,75, HY  DOPE, HS  PE  ,True,129
DOPE,76, O31 DOPE, O11 PE  ,True,129
DOPE,77, C31 DOPE, C11 PE  ,True,129
DOPE,78, O32 DOPE, O12 PE  ,True,129
DOPE,79, C22 DOPE, C12 OL  ,True,129
DOPE,80, H2R DOPE, H2R OL  ,True,129
DOPE,81, H2S DOPE, H2S OL  ,True,129
DOPE,82, C23 DOPE, C13 OL  ,True,129
DOPE,83, H3R DOPE, H3R OL  ,True,129
DOPE,84, H3S DOPE, H3S OL  ,True,129
DOPE,85, C24 DOPE, C14 OL  ,True,129
DOPE,86, H4R DOPE, H4R OL  ,True,129
DOPE,87, H4S DOPE, H4S OL  ,True,129
DOPE,88, C25 DOPE, C15 OL  ,True,129
DOPE,89, H5R DOPE, H5R OL  ,True,129
DOPE,90, H5S DOPE, H5S OL  ,True,129
DOPE,91, C26 DOPE, C16 OL  ,True,129
DOPE,92, H6R DOPE, H6R OL  ,True,129
DOPE,93, H6S DOPE, H6S OL  ,True,129
DOPE,94, C27 DOPE, C17 OL  ,True,129
DOPE,95, H7R DOPE, H7R OL  ,True,129
DOPE,96, H7S DOPE, H7S OL  ,True,129
DOPE,97, C28 DOPE, C18 OL  ,True,129
DOPE,98, H8R DOPE, H8R OL  ,True,129
DOPE,99, H8S DOPE, H8S OL  ,True,129
DOPE,100, C29 DOPE, C19 OL  ,True,129
DOPE,101, H9R DOPE, H9R OL  ,True,129
DOPE,102,C210 DOPE,C110 OL  ,True,129
DOPE,103,H10R DOPE,H10R OL  ,True,129
DOPE,104,C211 DOPE,C111 OL  ,True,129
DOPE,105,H11R DOPE,H11R OL  ,True,129
DOPE,106,H11S DOPE,H11S OL  ,True,129
DOPE,107,C212 DOPE,C112 OL  ,True,129
DOPE,108,H12R DOPE,H12R OL  ,True,129
DOPE,109,H12S DOPE,H12S OL  ,True,129
DOPE,110,C213 DOPE,C113 OL  ,True,129
DOPE,111,H13R DOPE,H13R OL  ,True,129
DOPE,112,H13S DOPE,H13S OL  ,True,129
DOPE,113,C214 DOPE,C114 OL  ,True,129
DOPE,114,H14R DOPE,H14R OL  ,True,129
DOPE,115,H14S DOPE,H14S OL  ,True,129
DOPE,116,C215 DOPE,C115 OL  ,True,129
DOPE,117,H15R DOPE,H15R OL  ,True,129
DOPE,118,H15S DOPE,H15S OL  ,True,129
DOPE,119,C216 DOPE,C116 OL  ,True,129
DOPE,120,H16R DOPE,H16R OL  ,True,129
DOPE,121,H16S DOPE,H16S OL  ,True,129
DOPE,122,C217 DOPE,C117 OL  ,True,129
DOPE,123,H17R DOPE,H17R OL  ,True,129
DOPE,124,H17S DOPE,H17S OL  ,True,129
DOPE,125,C218 DOPE,C118 OL  ,True,129
DOPE,126,H18R DOPE,H18R OL  ,True,129
DOPE,127,H18S DOPE,H18S OL  ,True,129
DOPE,128,H18T DOPE,H18T OL  ,True,129
DOPG,0, C32 DOPG, C12 OL  ,True,131
DOPG,1, H2X DOPG, H2R OL  ,True,131
DOPG,2, H2Y DOPG, H2S OL  ,True,131
DOPG,3, C33 DOPG, C13 OL  ,True,131
DOPG,4, H3X DOPG, H3R OL  ,True,131
DOPG,5, H3Y DOPG, H3S OL  ,True,131
DOPG,6, C34 DOPG, C14 OL  ,True,131
DOPG,7, H4X DOPG, H4R OL  ,True,131
DOPG,8, H4Y DOPG, H4S OL  ,True,131
DOPG,9, C35 DOPG, C15 OL  ,True,131
DOPG,10, H5X DOPG, H5R OL  ,True,131
DOPG,11, H5Y DOPG, H5S OL  ,True,131
DOPG,12, C36 DOPG, C16 OL  ,True,131
DOPG,13, H6X DOPG, H6R OL  ,True,131
DOPG,14, H6Y DOPG, H6S OL  ,True,131
DOPG,15, C37 DOPG, C17 OL  ,True,131
DOPG,16, H7X DOPG, H7R OL  ,True,131
DOPG,17, H7Y DOPG, H7S OL  ,True,131
DOPG,18, C38 DOPG, C18 OL  ,True,131
DOPG,19, H8X DOPG, H8R OL  ,True,131
DOPG,20, H8Y DOPG, H8S OL  ,True,131
DOPG,21, C39 DOPG, C19 OL  ,True,131
DOPG,22, H9X DOPG, H9R OL  ,True,131
DOPG,23,C310 DOPG,C110 OL  ,True,131
DOPG,24,H10X DOPG,H10R OL  ,True,131
DOPG,25,C311 DOPG,C111 OL  ,True,131
DOPG,26,H11X DOPG,H11R OL  ,True,131
DOPG,27,H11Y DOPG,H11S OL  ,True,131
DOPG,28,C312 DOPG,C112 OL  ,True,131
DOPG,29,H12X DOPG,H12R OL  ,True,131
DOPG,30,H12Y DOPG,H12S OL  ,True,131
DOPG,31,C313 DOPG,C113 OL  ,True,131
DOPG,32,H13X DOPG,H13R OL  ,True,131
DOPG,33,H13Y DOPG,H13S OL  ,True,131
DOPG,34,C314 DOPG,C114 OL  ,True,131
DOPG,35,H14X DOPG,H14R OL  ,True,131
DOPG,36,H14Y DOPG,H14S OL  ,True,131
DOPG,37,C315 DOPG,C115 OL  ,True,131
DOPG,38,H15X DOPG,H15R OL  ,True,131
DOPG,39,H15Y DOPG,H15S OL  ,True,131
DOPG,40,C316 DOPG,C116 OL  ,True,131
DOPG,41,H16X DOPG,H16R OL  ,True,131
DOPG,42,H16Y DOPG,H16S OL  ,True,131
DOPG,43,C317 DOPG,C117 OL  ,True,131
DOPG,44,H17X DOPG,H17R OL  ,True,131
DOPG,45,H17Y DOPG,H17S OL  ,True,131
DOPG,46,C318 DOPG,C118 OL  ,True,131
DOPG,47,H18X DOPG,H18R OL  ,True,131
DOPG,48,H18Y DOPG,H18S OL  ,True,131
DOPG,49,H18Z DOPG,H18T OL  ,True,131
DOPG,50, C13 DOPG, C33 PGR ,True,131
DOPG,51,H13A DOPG, H3A PGR ,True,131
DOPG,52,H13B DOPG, H3B PGR ,True,131
DOPG,53, OC3 DOPG, O36 PGR ,True,131
DOPG,54, HO3 DOPG,HO6A PGR ,True,131
DOPG,55, C12 DOPG, C32 PGR ,True,131
DOPG,56,H12A DOPG, H2A PGR ,True,131
DOPG,57, OC2 DOPG, O35 PGR ,True,131
DOPG,58, HO2 DOPG,HO5A PGR ,True,131
DOPG,59, C11 DOPG, C31 PGR ,True,131
DOPG,60,H11A DOPG, H1A PGR ,True,131
DOPG,61,H11B DOPG, H1B PGR ,True,131
DOPG,62, P   DOPG, P31 PGR ,True,131
DOPG,63, O13 DOPG, O33 PGR ,True,131
DOPG,64, O14 DOPG, O34 PGR ,True,131
DOPG,65, O12 DOPG, O32 PGR ,True,131
DOPG,66, O11 DOPG, O31 PGR ,True,131
DOPG,67, C1  DOPG, C3  PGR ,True,131
DOPG,68, HA  DOPG, HA  PGR ,True,131
DOPG,69, HB  DOPG, HB  PGR ,True,131
DOPG,70, C2  DOPG, C2  PGR ,True,131
DOPG,71, HS  DOPG, HX  PGR ,True,131
DOPG,72, O21 DOPG, O21 PGR ,True,131
DOPG,73, C21 DOPG, C21 PGR ,True,131
DOPG,74, O22 DOPG, O22 PGR ,True,131
DOPG,75, C3  DOPG, C1  PGR ,True,131
DOPG,76, HX  DOPG, HR  PGR ,True,131
DOPG,77, HY  DOPG, HS  PGR ,True,131
DOPG,78, O31 DOPG, O11 PGR ,True,131
DOPG,79, C31 DOPG, C11 PGR ,True,131
DOPG,80, O32 DOPG, O12 PGR ,True,131
DOPG,81, C22 DOPG, C12 OL  ,True,131
DOPG,82, H2R DOPG, H2R OL  ,True,131
DOPG,83, H2S DOPG, H2S OL  ,True,131
DOPG,84, C23 DOPG, C13 OL  ,True,131
DOPG,85, H3R DOPG, H3R OL  ,True,131
DOPG,86, H3S DOPG, H3S OL  ,True,131
DOPG,87, C24 DOPG, C14 OL  ,True,131
DOPG,88, H4R DOPG, H4R OL  ,True,131
DOPG,89, H4S DOPG, H4S OL  ,True,131
DOPG,90, C25 DOPG, C15 OL  ,True,131
DOPG,91, H5R DOPG, H5R OL  ,True,131
DOPG,92, H5S DOPG, H5S OL  ,True,131
DOPG,93, C26 DOPG, C16 OL  ,True,131
DOPG,94, H6R DOPG, H6R OL  ,True,131
DOPG,95, H6S DOPG, H6S OL  ,True,131
DOPG,96, C27 DOPG, C17 OL  ,True,131
DOPG,97, H7R DOPG, H7R OL  ,True,131
DOPG,98, H7S DOPG, H7S OL  ,True,131
DOPG,99, C28 DOPG, C18 OL  ,True,131
DOPG,100, H8R DOPG, H8R OL  ,True,131
DOPG,101, H8S DOPG, H8S OL  ,True,131
DOPG,102, C29 DOPG, C19 OL  ,True,131
DOPG,103, H9R DOPG, H9R OL  ,True,131
DOPG,104,C210 DOPG,C110 OL  ,True,131
DOPG,105,H10R DOPG,H10R OL  ,True,131
DOPG,106,C211 DOPG,C111 OL  ,True,131
DOPG,107,H11R DOPG,H11R OL  ,True,131
DOPG,108,H11S DOPG,H11S OL  ,True,131
DOPG,109,C212 DOPG,C112 OL  ,True,131
DOPG,110,H12R DOPG,H12R OL  ,True,131
DOPG,111,H12S DOPG,H12S OL  ,True,131
DOPG,112,C213 DOPG,C113 OL  ,True,131
DOPG,113,H13R DOPG,H13R OL  ,True,131
DOPG,114,H13S DOPG,H13S OL  ,True,131
DOPG,115,C214 DOPG,C114 OL  ,True,131
DOPG,116,H14R DOPG,H14R OL  ,True,131
DOPG,117,H14S DOPG,H14S OL  ,True,131
DOPG,118,C215 DOPG,C115 OL  ,True,131
DOPG,119,H15R DOPG,H15R OL  ,True,131
DOPG,120,H15S DOPG,H15S OL  ,True,131
DOPG,121,C216 DOPG,C116 OL  ,True,131
DOPG,122,H16R DOPG,H16R OL  ,True,131
DOPG,123,H16S DOPG,H16S OL  ,True,131
DOPG,124,C217 DOPG,C117 OL  ,True,131
DOPG,125,H17R DOPG,H17R OL  ,True,131
DOPG,126,H17S DOPG,H17S OL  ,True,131
DOPG,127,C218 DOPG,C118 OL  ,True,131
DOPG,128,H18R DOPG,H18R OL  ,True,131
DOPG,129,H18S DOPG,H18S OL  ,True,131
DOPG,130,H18T DOPG,H18T OL  ,True,131
DOPS,0, C32 DOPS, C12 OL  ,True,131
DOPS,1, H2X DOPS, H2R OL  ,True,131
DOPS,2, H2Y DOPS, H2S OL  ,True,131
DOPS,3, C33 DOPS, C13 OL  ,True,131
DOPS,4, H3X DOPS, H3R OL  ,True,131
DOPS,5, H3Y DOPS, H3S OL  ,True,131
DOPS,6, C34 DOPS, C14 OL  ,True,131
DOPS,7, H4X DOPS, H4R OL  ,True,131
DOPS,8, H4Y DOPS, H4S OL  ,True,131
DOPS,9, C35 DOPS, C15 OL  ,True,131
DOPS,10, H5X DOPS, H5R OL  ,True,131
DOPS,11, H5Y DOPS, H5S OL  ,True,131
DOPS,12, C36 DOPS, C16 OL  ,True,131
DOPS,13, H6X DOPS, H6R OL  ,True,131
DOPS,14, H6Y DOPS, H6S OL  ,True,131
DOPS,15, C37 DOPS, C17 OL  ,True,131
DOPS,16, H7X DOPS, H7R OL  ,True,131
DOPS,17, H7Y DOPS, H7S OL  ,True,131
DOPS,18, C38 DOPS, C18 OL  ,True,131
DOPS,19, H8X DOPS, H8R OL  ,True,131
DOPS,20, H8Y DOPS, H8S OL  ,True,131
DOPS,21, C39 DOPS, C19 OL  ,True,131
DOPS,22, H9X DOPS, H9R OL  ,True,131
DOPS,23,C310 DOPS,C110 OL  ,True,131
DOPS,24,H10X DOPS,H10R OL  ,True,131
