charmmlipid.csv Version 2.0.3
residue,order,search,replace,TER,num_atom
DPPE,72, O31 DPPE, O11 PE  ,True,121
DPPE,73, C31 DPPE, C11 PE  ,True,121
DPPE,74, O32 DPPE, O12 PE  ,True,121
DPPE,75, C22 DPPE, C12 PA  ,True,121
DPPE,76, H2R DPPE, H2R PA  ,True,121
DPPE,77, H2S DPPE, H2S PA  ,True,121
DPPE,78, C23 DPPE, C13 PA  ,True,121
DPPE,79, H3R DPPE, H3R PA  ,True,121
DPPE,80, H3S DPPE, H3S PA  ,True,121
DPPE,81, C24 DPPE, C14 PA  ,True,121
DPPE,82, H4R DPPE, H4R PA  ,True,121
DPPE,83, H4S DPPE, H4S PA  ,True,121
DPPE,84, C25 DPPE, C15 PA  ,True,121
DPPE,85, H5R DPPE, H5R PA  ,True,121
DPPE,86, H5S DPPE, H5S PA  ,True,121
DPPE,87, C26 DPPE, C16 PA  ,True,121
DPPE,88, H6R DPPE, H6R PA  ,True,121
DPPE,89, H6S DPPE, H6S PA  ,True,121
DPPE,90, C27 DPPE, C17 PA  ,True,121
DPPE,91, H7R DPPE, H7R PA  ,True,121
DPPE,92, H7S DPPE, H7S PA  ,True,121
DPPE,93, C28 DPPE, C18 PA  ,True,121
DPPE,94, H8R DPPE, H8R PA  ,True,121
DPPE,95, H8S DPPE, H8S PA  ,True,121
DPPE,96, C29 DPPE, C19 PA  ,True,121
DPPE,97, H9R DPPE, H9R PA  ,True,121
DPPE,98, H9S DPPE, H9S PA  ,True,121
DPPE,99,C210 DPPE,C110 PA  ,True,121
DPPE,100,H10R DPPE,H10R PA  ,True,121
DPPE,101,H10S DPPE,H10S PA  ,True,121
DPPE,102,C211 DPPE,C111 PA  ,True,121
DPPE,103,H11R DPPE,H11R PA  ,True,121
DPPE,104,H11S DPPE,H11S PA  ,True,121
DPPE,105,C212 DPPE,C112 PA  ,True,121
DPPE,106,H12R DPPE,H12R PA  ,True,121
DPPE,107,H12S DPPE,H12S PA  ,True,121
DPPE,108,C213 DPPE,C113 PA  ,True,121
DPPE,109,H13R DPPE,H13R PA  ,True,121
DPPE,110,H13S DPPE,H13S PA  ,True,121
DPPE,111,C214 DPPE,C114 PA  ,True,121
DPPE,112,H14R DPPE,H14R PA  ,True,121
DPPE,113,H14S DPPE,H14S PA  ,True,121
DPPE,114,C215 DPPE,C115 PA  ,True,121
DPPE,115,H15R DPPE,H15R PA  ,True,121
DPPE,116,H15S DPPE,H15S PA  ,True,121
DPPE,117,C216 DPPE,C116 PA  ,True,121
DPPE,118,H16R DPPE,H16R PA  ,True,121
DPPE,119,H16S DPPE,H16S PA  ,True,121
DPPE,120,H16T DPPE,H16T PA  ,True,121
DPPG,0, C32 DPPG, C12 PA  ,True,123
DPPG,1, H2X DPPG, H2R PA  ,True,123
DPPG,2, H2Y DPPG, H2S PA  ,True,123
DPPG,3, C33 DPPG, C13 PA  ,True,123
DPPG,4, H3X DPPG, H3R PA  ,True,123
DPPG,5, H3Y DPPG, H3S PA  ,True,123
DPPG,6, C34 DPPG, C14 PA  ,True,123
DPPG,7, H4X DPPG, H4R PA  ,True,123
DPPG,8, H4Y DPPG, H4S PA  ,True,123
DPPG,9, C35 DPPG, C15 PA  ,True,123
DPPG,10, H5X DPPG, H5R PA  ,True,123
DPPG,11, H5Y DPPG, H5S PA  ,True,123
DPPG,12, C36 DPPG, C16 PA  ,True,123
DPPG,13, H6X DPPG, H6R PA  ,True,123
DPPG,14, H6Y DPPG, H6S PA  ,True,123
DPPG,15, C37 DPPG, C17 PA  ,True,123
DPPG,16, H7X DPPG, H7R PA  ,True,123
DPPG,17, H7Y DPPG, H7S PA  ,True,123
DPPG,18, C38 DPPG, C18 PA  ,True,123
DPPG,19, H8X DPPG, H8R PA  ,True,123
DPPG,20, H8Y DPPG, H8S PA  ,True,123
DPPG,21, C39 DPPG, C19 PA  ,True,123
DPPG,22, H9X DPPG, H9R PA  ,True,123
DPPG,23, H9Y DPPG, H9S PA  ,True,123
DPPG,24,C310 DPPG,C110 PA  ,True,123
DPPG,25,H10X DPPG,H10R PA  ,True,123
DPPG,26,H10Y DPPG,H10S PA  ,True,123
DPPG,27,C311 DPPG,C111 PA  ,True,123
DPPG,28,H11X DPPG,H11R PA  ,True,123
DPPG,29,H11Y DPPG,H11S PA  ,True,123
DPPG,30,C312 DPPG,C112 PA  ,True,123
DPPG,31,H12X DPPG,H12R PA  ,True,123
DPPG,32,H12Y DPPG,H12S PA  ,True,123
DPPG,33,C313 DPPG,C113 PA  ,True,123
DPPG,34,H13X DPPG,H13R PA  ,True,123
DPPG,35,H13Y DPPG,H13S PA  ,True,123
DPPG,36,C314 DPPG,C114 PA  ,True,123
DPPG,37,H14X DPPG,H14R PA  ,True,123
DPPG,38,H14Y DPPG,H14S PA  ,True,123
DPPG,39,C315 DPPG,C115 PA  ,True,123
DPPG,40,H15X DPPG,H15R PA  ,True,123
DPPG,41,H15Y DPPG,H15S PA  ,True,123
DPPG,42,C316 DPPG,C116 PA  ,True,123
DPPG,43,H16X DPPG,H16R PA  ,True,123
DPPG,44,H16Y DPPG,H16S PA  ,True,123
DPPG,45,H16Z DPPG,H16T PA  ,True,123
DPPG,46, C13 DPPG, C33 PGR ,True,123
DPPG,47,H13A DPPG, H3A PGR ,True,123
DPPG,48,H13B DPPG, H3B PGR ,True,123
DPPG,49, OC3 DPPG, O36 PGR ,True,123
DPPG,50, HO3 DPPG,HO6A PGR ,True,123
DPPG,51, C12 DPPG, C32 PGR ,True,123
DPPG,52,H12A DPPG, H2A PGR ,True,123
DPPG,53, OC2 DPPG, O35 PGR ,True,123
DPPG,54, HO2 DPPG,HO5A PGR ,True,123
DPPG,55, C11 DPPG, C31 PGR ,True,123
DPPG,56,H11A DPPG, H1A PGR ,True,123
DPPG,57,H11B DPPG, H1B PGR ,True,123
DPPG,58, P   DPPG, P31 PGR ,True,123
DPPG,59, O13 DPPG, O33 PGR ,True,123
DPPG,60, O14 DPPG, O34 PGR ,True,123
DPPG,61, O12 DPPG, O32 PGR ,True,123
DPPG,62, O11 DPPG, O31 PGR ,True,123
DPPG,63, C1  DPPG, C3  PGR ,True,123
DPPG,64, HA  DPPG, HA  PGR ,True,123
DPPG,65, HB  DPPG, HB  PGR ,True,123
DPPG,66, C2  DPPG, C2  PGR ,True,123
DPPG,67, HS  DPPG, HX  PGR ,True,123
DPPG,68, O21 DPPG, O21 PGR ,True,123
DPPG,69, C21 DPPG, C21 PGR ,True,123
DPPG,70, O22 DPPG, O22 PGR ,True,123
DPPG,71, C3  DPPG, C1  PGR ,True,123
DPPG,72, HX  DPPG, HR  PGR ,True,123
DPPG,73, HY  DPPG, HS  PGR ,True,123
DPPG,74, O31 DPPG, O11 PGR ,True,123
DPPG,75, C31 DPPG, C11 PGR ,True,123
DPPG,76, O32 DPPG, O12 PGR ,True,123
DPPG,77, C22 DPPG, C12 PA  ,True,123
DPPG,78, H2R DPPG, H2R PA  ,True,123
DPPG,79, H2S DPPG, H2S PA  ,True,123
DPPG,80, C23 DPPG, C13 PA  ,True,123
DPPG,81, H3R DPPG, H3R PA  ,True,123
DPPG,82, H3S DPPG, H3S PA  ,True,123
DPPG,83, C24 DPPG, C14 PA  ,True,123
DPPG,84, H4R DPPG, H4R PA  ,True,123
DPPG,85, H4S DPPG, H4S PA  ,True,123
DPPG,86, C25 DPPG, C15 PA  ,True,123
DPPG,87, H5R DPPG, H5R PA  ,True,123
DPPG,88, H5S DPPG, H5S PA  ,True,123
DPPG,89, C26 DPPG, C16 PA  ,True,123
DPPG,90, H6R DPPG, H6R PA  ,True,123
DPPG,91, H6S DPPG, H6S PA  ,True,123
DPPG,92, C27 DPPG, C17 PA  ,True,123
DPPG,93, H7R DPPG, H7R PA  ,True,123
DPPG,94, H7S DPPG, H7S PA  ,True,123
DPPG,95, C28 DPPG, C18 PA  ,True,123
DPPG,96, H8R DPPG, H8R PA  ,True,123
DPPG,97, H8S DPPG, H8S PA  ,True,123
DPPG,98, C29 DPPG, C19 PA  ,True,123
DPPG,99, H9R DPPG, H9R PA  ,True,123
DPPG,100, H9S DPPG, H9S PA  ,True,123
DPPG,101,C210 DPPG,C110 PA  ,True,123
DPPG,102,H10R DPPG,H10R PA  ,True,123
DPPG,103,H10S DPPG,H10S PA  ,True,123
DPPG,104,C211 DPPG,C111 PA  ,True,123
DPPG,105,H11R DPPG,H11R PA  ,True,123
DPPG,106,H11S DPPG,H11S PA  ,True,123
DPPG,107,C212 DPPG,C112 PA  ,True,123
DPPG,108,H12R DPPG,H12R PA  ,True,123
DPPG,109,H12S DPPG,H12S PA  ,True,123
DPPG,110,C213 DPPG,C113 PA  ,True,123
DPPG,111,H13R DPPG,H13R PA  ,True,123
DPPG,112,H13S DPPG,H13S PA  ,True,123
DPPG,113,C214 DPPG,C114 PA  ,True,123
DPPG,114,H14R DPPG,H14R PA  ,True,123
DPPG,115,H14S DPPG,H14S PA  ,True,123
DPPG,116,C215 DPPG,C115 PA  ,True,123
DPPG,117,H15R DPPG,H15R PA  ,True,123
DPPG,118,H15S DPPG,H15S PA  ,True,123
DPPG,119,C216 DPPG,C116 PA  ,True,123
DPPG,120,H16R DPPG,H16R PA  ,True,123
DPPG,121,H16S DPPG,H16S PA  ,True,123
DPPG,122,H16T DPPG,H16T PA  ,True,123
DPPS,0, C32 DPPS, C12 PA  ,True,123
DPPS,1, H2X DPPS, H2R PA  ,True,123
DPPS,2, H2Y DPPS, H2S PA  ,True,123
DPPS,3, C33 DPPS, C13 PA  ,True,123
DPPS,4, H3X DPPS, H3R PA  ,True,123
DPPS,5, H3Y DPPS, H3S PA  ,True,123
DPPS,6, C34 DPPS, C14 PA  ,True,123
DPPS,7, H4X DPPS, H4R PA  ,True,123
DPPS,8, H4Y DPPS, H4S PA  ,True,123
DPPS,9, C35 DPPS, C15 PA  ,True,123
DPPS,10, H5X DPPS, H5R PA  ,True,123
DPPS,11, H5Y DPPS, H5S PA  ,True,123
DPPS,12, C36 DPPS, C16 PA  ,True,123
DPPS,13, H6X DPPS, H6R PA  ,True,123
DPPS,14, H6Y DPPS, H6S PA  ,True,123
DPPS,15, C37 DPPS, C17 PA  ,True,123
DPPS,16, H7X DPPS, H7R PA  ,True,123
DPPS,17, H7Y DPPS, H7S PA  ,True,123
DPPS,18, C38 DPPS, C18 PA  ,True,123
DPPS,19, H8X DPPS, H8R PA  ,True,123
DPPS,20, H8Y DPPS, H8S PA  ,True,123
DPPS,21, C39 DPPS, C19 PA  ,True,123
DPPS,22, H9X DPPS, H9R PA  ,True,123
DPPS,23, H9Y DPPS, H9S PA  ,True,123
DPPS,24,C310 DPPS,C110 PA  ,True,123
DPPS,25,H10X DPPS,H10R PA  ,True,123
DPPS,26,H10Y DPPS,H10S PA  ,True,123
DPPS,27,C311 DPPS,C111 PA  ,True,123
DPPS,28,H11X DPPS,H11R PA  ,True,123
DPPS,29,H11Y DPPS,H11S PA  ,True,123
DPPS,30,C312 DPPS,C112 PA  ,True,123
DPPS,31,H12X DPPS,H12R PA  ,True,123
DPPS,32,H12Y DPPS,H12S PA  ,True,123
DPPS,33,C313 DPPS,C113 PA  ,True,123
DPPS,34,H13X DPPS,H13R PA  ,True,123
DPPS,35,H13Y DPPS,H13S PA  ,True,123
DPPS,36,C314 DPPS,C114 PA  ,True,123
DPPS,37,H14X DPPS,H14R PA  ,True,123
DPPS,38,H14Y DPPS,H14S PA  ,True,123
DPPS,39,C315 DPPS,C115 PA  ,True,123
DPPS,40,H15X DPPS,H15R PA  ,True,123
DPPS,41,H15Y DPPS,H15S PA  ,True,123
DPPS,42,C316 DPPS,C116 PA  ,True,123
DPPS,43,H16X DPPS,H16R PA  ,True,123
DPPS,44,H16Y DPPS,H16S PA  ,True,123
DPPS,45,H16Z DPPS,H16T PA  ,True,123
DPPS,46, N   DPPS, N31 PS  ,True,123
DPPS,47, HN1 DPPS,HN1A PS  ,True,123
DPPS,48, HN2 DPPS,HN1B PS  ,True,123
DPPS,49, HN3 DPPS,HN1C PS  ,True,123
DPPS,50, C12 DPPS, C32 PS  ,True,123
DPPS,51,H12A DPPS, H2A PS  ,True,123
DPPS,52, C13 DPPS, C33 PS  ,True,123
DPPS,53,O13A DPPS, O35 PS  ,True,123
DPPS,54,O13B DPPS, O36 PS  ,True,123
DPPS,55, C11 DPPS, C31 PS  ,True,123
DPPS,56,H11A DPPS, H1A PS  ,True,123
DPPS,57,H11B DPPS, H1B PS  ,True,123
DPPS,58, P   DPPS, P31 PS  ,True,123
DPPS,59, O13 DPPS, O33 PS  ,True,123
DPPS,60, O14 DPPS, O34 PS  ,True,123
DPPS,61, O12 DPPS, O32 PS  ,True,123
DPPS,62, O11 DPPS, O31 PS  ,True,123
DPPS,63, C1  DPPS, C3  PS  ,True,123
DPPS,64, HA  DPPS, HA  PS  ,True,123
DPPS,65, HB  DPPS, HB  PS  ,True,123
DPPS,66, C2  DPPS, C2  PS  ,True,123
DPPS,67, HS  DPPS, HX  PS  ,True,123
DPPS,68, O21 DPPS, O21 PS  ,True,123
DPPS,69, C21 DPPS, C21 PS  ,True,123
DPPS,70, O22 DPPS, O22 PS  ,True,123
DPPS,71, C3  DPPS, C1  PS  ,True,123
DPPS,72, HX  DPPS, HR  PS  ,True,123
DPPS,73, HY  DPPS, HS  PS  ,True,123
DPPS,74, O31 DPPS, O11 PS  ,True,123
DPPS,75, C31 DPPS, C11 PS  ,True,123
DPPS,76, O32 DPPS, O12 PS  ,True,123
DPPS,77, C22 DPPS, C12 PA  ,True,123
DPPS,78, H2R DPPS, H2R PA  ,True,123
DPPS,79, H2S DPPS, H2S PA  ,True,123
DPPS,80, C23 DPPS, C13 PA  ,True,123
DPPS,81, H3R DPPS, H3R PA  ,True,123
DPPS,82, H3S DPPS, H3S PA  ,True,123
DPPS,83, C24 DPPS, C14 PA  ,True,123
DPPS,84, H4R DPPS, H4R PA  ,True,123
DPPS,85, H4S DPPS, H4S PA  ,True,123
DPPS,86, C25 DPPS, C15 PA  ,True,123
DPPS,87, H5R DPPS, H5R PA  ,True,123
DPPS,88, H5S DPPS, H5S PA  ,True,123
DPPS,89, C26 DPPS, C16 PA  ,True,123
DPPS,90, H6R DPPS, H6R PA  ,True,123
DPPS,91, H6S DPPS, H6S PA  ,True,123
DPPS,92, C27 DPPS, C17 PA  ,True,123
DPPS,93, H7R DPPS, H7R PA  ,True,123
DPPS,94, H7S DPPS, H7S PA  ,True,123
DPPS,95, C28 DPPS, C18 PA  ,True,123
DPPS,96, H8R DPPS, H8R PA  ,True,123
DPPS,97, H8S DPPS, H8S PA  ,True,123
DPPS,98, C29 DPPS, C19 PA  ,True,123
DPPS,99, H9R DPPS, H9R PA  ,True,123
DPPS,100, H9S DPPS, H9S PA  ,True,123
DPPS,101,C210 DPPS,C110 PA  ,True,123
DPPS,102,H10R DPPS,H10R PA  ,True,123
DPPS,103,H10S DPPS,H10S PA  ,True,123
DPPS,104,C211 DPPS,C111 PA  ,True,123
DPPS,105,H11R DPPS,H11R PA  ,True,123
DPPS,106,H11S DPPS,H11S PA  ,True,123
DPPS,107,C212 DPPS,C112 PA  ,True,123
DPPS,108,H12R DPPS,H12R PA  ,True,123
DPPS,109,H12S DPPS,H12S PA  ,True,123
DPPS,110,C213 DPPS,C113 PA  ,True,123
DPPS,111,H13R DPPS,H13R PA  ,True,123
DPPS,112,H13S DPPS,H13S PA  ,True,123
DPPS,113,C214 DPPS,C114 PA  ,True,123
DPPS,114,H14R DPPS,H14R PA  ,True,123
DPPS,115,H14S DPPS,H14S PA  ,True,123
DPPS,116,C215 DPPS,C115 PA  ,True,123
DPPS,117,H15R DPPS,H15R PA  ,True,123
DPPS,118,H15S DPPS,H15S PA  ,True,123
DPPS,119,C216 DPPS,C116 PA  ,True,123
DPPS,120,H16R DPPS,H16R PA  ,True,123
DPPS,121,H16S DPPS,H16S PA  ,True,123
DPPS,122,H16T DPPS,H16T PA  ,True,123
DSPA,0, C32 DSPA, C12 ST  ,True,124
DSPA,1, H2X DSPA, H2R ST  ,True,124
DSPA,2, H2Y DSPA, H2S ST  ,True,124
DSPA,3, C33 DSPA, C13 ST  ,True,124
DSPA,4, H3X DSPA, H3R ST  ,True,124
DSPA,5, H3Y DSPA, H3S ST  ,True,124
DSPA,6, C34 DSPA, C14 ST  ,True,124
DSPA,7, H4X DSPA, H4R ST  ,True,124
DSPA,8, H4Y DSPA, H4S ST  ,True,124
DSPA,9, C35 DSPA, C15 ST  ,True,124
DSPA,10, H5X DSPA, H5R ST  ,True,124
DSPA,11, H5Y DSPA, H5S ST  ,True,124
DSPA,12, C36 DSPA, C16 ST  ,True,124
DSPA,13, H6X DSPA, H6R ST  ,True,124
DSPA,14, H6Y DSPA, H6S ST  ,True,124
DSPA,15, C37 DSPA, C17 ST  ,True,124
DSPA,16, H7X DSPA, H7R ST  ,True,124
DSPA,17, H7Y DSPA, H7S ST  ,True,124
DSPA,18, C38 DSPA, C18 ST  ,True,124
DSPA,19, H8X DSPA, H8R ST  ,True,124
DSPA,20, H8Y DSPA, H8S ST  ,True,124
DSPA,21, C39 DSPA, C19 ST  ,True,124
DSPA,22, H9X DSPA, H9R ST  ,True,124
DSPA,23, H9Y DSPA, H9S ST  ,True,124
DSPA,24,C310 DSPA,C110 ST  ,True,124
DSPA,25,H10X DSPA,H10R ST  ,True,124
DSPA,26,H10Y DSPA,H10S ST  ,True,124
DSPA,27,C311 DSPA,C111 ST  ,True,124
DSPA,28,H11X DSPA,H11R ST  ,True,124
DSPA,29,H11Y DSPA,H11S ST  ,True,124
DSPA,30,C312 DSPA,C112 ST  ,True,124
DSPA,31,H12X DSPA,H12R ST  ,True,124
DSPA,32,H12Y DSPA,H12S ST  ,True,124
DSPA,33,C313 DSPA,C113 ST  ,True,124
DSPA,34,H13X DSPA,H13R ST  ,True,124
DSPA,35,H13Y DSPA,H13S ST  ,True,124
DSPA,36,C314 DSPA,C114 ST  ,True,124
DSPA,37,H14X DSPA,H14R ST  ,True,124
DSPA,38,H14Y DSPA,H14S ST  ,True,124
DSPA,39,C315 DSPA,C115 ST  ,True,124
DSPA,40,H15X DSPA,H15R ST  ,True,124
DSPA,41,H15Y DSPA,H15S ST  ,True,124
DSPA,42,C316 DSPA,C116 ST  ,True,124
DSPA,43,H16X DSPA,H16R ST  ,True,124
DSPA,44,H16Y DSPA,H16S ST  ,True,124
DSPA,45,C317 DSPA,C117 ST  ,True,124
DSPA,46,H17X DSPA,H17R ST  ,True,124
DSPA,47,H17Y DSPA,H17S ST  ,True,124
DSPA,48,C318 DSPA,C118 ST  ,True,124
DSPA,49,H18X DSPA,H18R ST  ,True,124
DSPA,50,H18Y DSPA,H18S ST  ,True,124
DSPA,51,H18Z DSPA,H18T ST  ,True,124
DSPA,52, P   DSPA, P31 PH- ,True,124
DSPA,53, O13 DSPA, O33 PH- ,True,124
DSPA,54, O14 DSPA, O34 PH- ,True,124
DSPA,55, O12 DSPA, O32 PH- ,True,124
DSPA,56, H12 DSPA,HO2A PH- ,True,124
DSPA,57, O11 DSPA, O31 PH- ,True,124
DSPA,58, C1  DSPA, C3  PH- ,True,124
DSPA,59, HA  DSPA, HA  PH- ,True,124
DSPA,60, HB  DSPA, HB  PH- ,True,124
DSPA,61, C2  DSPA, C2  PH- ,True,124
DSPA,62, HS  DSPA, HX  PH- ,True,124
DSPA,63, O21 DSPA, O21 PH- ,True,124
DSPA,64, C21 DSPA, C21 PH- ,True,124
DSPA,65, O22 DSPA, O22 PH- ,True,124
DSPA,66, C3  DSPA, C1  PH- ,True,124
DSPA,67, HX  DSPA, HR  PH- ,True,124
DSPA,68, HY  DSPA, HS  PH- ,True,124
DSPA,69, O31 DSPA, O11 PH- ,True,124
DSPA,70, C31 DSPA, C11 PH- ,True,124
DSPA,71, O32 DSPA, O12 PH- ,True,124
DSPA,72, C22 DSPA, C12 ST  ,True,124
DSPA,73, H2R DSPA, H2R ST  ,True,124
DSPA,74, H2S DSPA, H2S ST  ,True,124
DSPA,75, C23 DSPA, C13 ST  ,True,124
DSPA,76, H3R DSPA, H3R ST  ,True,124
DSPA,77, H3S DSPA, H3S ST  ,True,124
DSPA,78, C24 DSPA, C14 ST  ,True,124
DSPA,79, H4R DSPA, H4R ST  ,True,124
DSPA,80, H4S DSPA, H4S ST  ,True,124
DSPA,81, C25 DSPA, C15 ST  ,True,124
DSPA,82, H5R DSPA, H5R ST  ,True,124
DSPA,83, H5S DSPA, H5S ST  ,True,124
DSPA,84, C26 DSPA, C16 ST  ,True,124
DSPA,85, H6R DSPA, H6R ST  ,True,124
DSPA,86, H6S DSPA, H6S ST  ,True,124
DSPA,87, C27 DSPA, C17 ST  ,True,124
DSPA,88, H7R DSPA, H7R ST  ,True,124
DSPA,89, H7S DSPA, H7S ST  ,True,124
DSPA,90, C28 DSPA, C18 ST  ,True,124
DSPA,91, H8R DSPA, H8R ST  ,True,124
DSPA,92, H8S DSPA, H8S ST  ,True,124
DSPA,93, C29 DSPA, C19 ST  ,True,124
DSPA,94, H9R DSPA, H9R ST  ,True,124
DSPA,95, H9S DSPA, H9S ST  ,True,124
DSPA,96,C210 DSPA,C110 ST  ,True,124
DSPA,97,H10R DSPA,H10R ST  ,True,124
DSPA,98,H10S DSPA,H10S ST  ,True,124
DSPA,99,C211 DSPA,C111 ST  ,True,124
DSPA,100,H11R DSPA,H11R ST  ,True,124
DSPA,101,H11S DSPA,H11S ST  ,True,124
DSPA,102,C212 DSPA,C112 ST  ,True,124
DSPA,103,H12R DSPA,H12R ST  ,True,124
DSPA,104,H12S DSPA,H12S ST  ,True,124
DSPA,105,C213 DSPA,C113 ST  ,True,124
DSPA,106,H13R DSPA,H13R ST  ,True,124
DSPA,107,H13S DSPA,H13S ST  ,True,124
DSPA,108,C214 DSPA,C114 ST  ,True,124
DSPA,109,H14R DSPA,H14R ST  ,True,124
DSPA,110,H14S DSPA,H14S ST  ,True,124
DSPA,111,C215 DSPA,C115 ST  ,True,124
DSPA,112,H15R DSPA,H15R ST  ,True,124
DSPA,113,H15S DSPA,H15S ST  ,True,124
DSPA,114,C216 DSPA,C116 ST  ,True,124
DSPA,115,H16R DSPA,H16R ST  ,True,124
DSPA,116,H16S DSPA,H16S ST  ,True,124
DSPA,117,C217 DSPA,C117 ST  ,True,124
DSPA,118,H17R DSPA,H17R ST  ,True,124
DSPA,119,H17S DSPA,H17S ST  ,True,124
DSPA,120,C218 DSPA,C118 ST  ,True,124
DSPA,121,H18R DSPA,H18R ST  ,True,124
DSPA,122,H18S DSPA,H18S ST  ,True,124
DSPA,123,H18T DSPA,H18T ST  ,True,124
DSPC,0, C32 DSPC, C12 ST  ,True,142
DSPC,1, H2X DSPC, H2R ST  ,True,142
DSPC,2, H2Y DSPC, H2S ST  ,True,142
DSPC,3, C33 DSPC, C13 ST  ,True,142
DSPC,4, H3X DSPC, H3R ST  ,True,142
DSPC,5, H3Y DSPC, H3S ST  ,True,142
DSPC,6, C34 DSPC, C14 ST  ,True,142
DSPC,7, H4X DSPC, H4R ST  ,True,142
DSPC,8, H4Y DSPC, H4S ST  ,True,142
DSPC,9, C35 DSPC, C15 ST  ,True,142
DSPC,10, H5X DSPC, H5R ST  ,True,142
DSPC,11, H5Y DSPC, H5S ST  ,True,142
DSPC,12, C36 DSPC, C16 ST  ,True,142
DSPC,13, H6X DSPC, H6R ST  ,True,142
DSPC,14, H6Y DSPC, H6S ST  ,True,142
DSPC,15, C37 DSPC, C17 ST  ,True,142
DSPC,16, H7X DSPC, H7R ST  ,True,142
DSPC,17, H7Y DSPC, H7S ST  ,True,142
DSPC,18, C38 DSPC, C18 ST  ,True,142
DSPC,19, H8X DSPC, H8R ST  ,True,142
DSPC,20, H8Y DSPC, H8S ST  ,True,142
DSPC,21, C39 DSPC, C19 ST  ,True,142
DSPC,22, H9X DSPC, H9R ST  ,True,142
DSPC,23, H9Y DSPC, H9S ST  ,True,142
DSPC,24,C310 DSPC,C110 ST  ,True,142
DSPC,25,H10X DSPC,H10R ST  ,True,142
DSPC,26,H10Y DSPC,H10S ST  ,True,142
DSPC,27,C311 DSPC,C111 ST  ,True,142
DSPC,28,H11X DSPC,H11R ST  ,True,142
DSPC,29,H11Y DSPC,H11S ST  ,True,142
DSPC,30,C312 DSPC,C112 ST  ,True,142
DSPC,31,H12X DSPC,H12R ST  ,True,142
DSPC,32,H12Y DSPC,H12S ST  ,True,142
DSPC,33,C313 DSPC,C113 ST  ,True,142
DSPC,34,H13X DSPC,H13R ST  ,True,142
DSPC,35,H13Y DSPC,H13S ST  ,True,142
DSPC,36,C314 DSPC,C114 ST  ,True,142
DSPC,37,H14X DSPC,H14R ST  ,True,142
DSPC,38,H14Y DSPC,H14S ST  ,True,142
DSPC,39,C315 DSPC,C115 ST  ,True,142
DSPC,40,H15X DSPC,H15R ST  ,True,142
DSPC,41,H15Y DSPC,H15S ST  ,True,142
DSPC,42,C316 DSPC,C116 ST  ,True,142
DSPC,43,H16X DSPC,H16R ST  ,True,142
DSPC,44,H16Y DSPC,H16S ST  ,True,142
DSPC,45,C317 DSPC,C117 ST  ,True,142
DSPC,46,H17X DSPC,H17R ST  ,True,142
DSPC,47,H17Y DSPC,H17S ST  ,True,142
DSPC,48,C318 DSPC,C118 ST  ,True,142
DSPC,49,H18X DSPC,H18R ST  ,True,142
DSPC,50,H18Y DSPC,H18S ST  ,True,142
DSPC,51,H18Z DSPC,H18T ST  ,True,142
DSPC,52, N   DSPC, N31 PC  ,True,142
DSPC,53, C13 DSPC, C33 PC  ,True,142
DSPC,54,H13A DSPC, H3A PC  ,True,142
DSPC,55,H13B DSPC, H3B PC  ,True,142
DSPC,56,H13C DSPC, H3C PC  ,True,142
DSPC,57, C14 DSPC, C34 PC  ,True,142
DSPC,58,H14A DSPC, H4A PC  ,True,142
DSPC,59,H14B DSPC, H4B PC  ,True,142
DSPC,60,H14C DSPC, H4C PC  ,True,142
DSPC,61, C15 DSPC, C35 PC  ,True,142
DSPC,62,H15A DSPC, H5A PC  ,True,142
DSPC,63,H15B DSPC, H5B PC  ,True,142
DSPC,64,H15C DSPC, H5C PC  ,True,142
DSPC,65, C12 DSPC, C32 PC  ,True,142
DSPC,66,H12A DSPC, H2A PC  ,True,142
DSPC,67,H12B DSPC, H2B PC  ,True,142
DSPC,68, C11 DSPC, C31 PC  ,True,142
DSPC,69,H11A DSPC, H1A PC  ,True,142
DSPC,70,H11B DSPC, H1B PC  ,True,142
DSPC,71, P   DSPC, P31 PC  ,True,142
DSPC,72, O13 DSPC, O33 PC  ,True,142
DSPC,73, O14 DSPC, O34 PC  ,True,142
DSPC,74, O11 DSPC, O31 PC  ,True,142
DSPC,75, O12 DSPC, O32 PC  ,True,142
DSPC,76, C1  DSPC, C3  PC  ,True,142
DSPC,77, HA  DSPC, HA  PC  ,True,142
DSPC,78, HB  DSPC, HB  PC  ,True,142
DSPC,79, C2  DSPC, C2  PC  ,True,142
DSPC,80, HS  DSPC, HX  PC  ,True,142
DSPC,81, O21 DSPC, O21 PC  ,True,142
DSPC,82, C21 DSPC, C21 PC  ,True,142
DSPC,83, O22 DSPC, O22 PC  ,True,142
DSPC,84, C3  DSPC, C1  PC  ,True,142
DSPC,85, HX  DSPC, HR  PC  ,True,142
DSPC,86, HY  DSPC, HS  PC  ,True,142
DSPC,87, O31 DSPC, O11 PC  ,True,142
DSPC,88, C31 DSPC, C11 PC  ,True,142
DSPC,89, O32 DSPC, O12 PC  ,True,142
DSPC,90, C22 DSPC, C12 ST  ,True,142
DSPC,91, H2R DSPC, H2R ST  ,True,142
DSPC,92, H2S DSPC, H2S ST  ,True,142
DSPC,93, C23 DSPC, C13 ST  ,True,142
DSPC,94, H3R DSPC, H3R ST  ,True,142
